date,cpi,purchasing_power
1992-01-01,138.3,0.7230657989877078
1992-02-01,138.6,0.7215007215007215
1992-03-01,139.1,0.7189072609633358
1992-04-01,139.4,0.7173601147776183
1992-05-01,139.7,0.7158196134574087
1992-06-01,140.1,0.7137758743754461
1992-07-01,140.5,0.7117437722419929
1992-08-01,140.8,0.7102272727272727
1992-09-01,141.1,0.7087172218284905
1992-10-01,141.7,0.7057163020465773
1992-11-01,142.1,0.7037297677691766
1992-12-01,142.3,0.7027406886858748
1993-01-01,142.8,0.7002801120448179
1993-02-01,143.1,0.6988120195667366
1993-03-01,143.3,0.6978367062107467
1993-04-01,143.8,0.6954102920723226
1993-05-01,144.2,0.6934812760055479
1993-06-01,144.3,0.6930006930006929
1993-07-01,144.5,0.6920415224913494
1993-08-01,144.8,0.6906077348066297
1993-09-01,145.0,0.6896551724137931
1993-10-01,145.6,0.6868131868131868
1993-11-01,146.0,0.684931506849315
1993-12-01,146.3,0.683526999316473
1994-01-01,146.3,0.683526999316473
1994-02-01,146.7,0.681663258350375
1994-03-01,147.1,0.6798096532970769
1994-04-01,147.2,0.6793478260869565
1994-05-01,147.5,0.6779661016949152
1994-06-01,147.9,0.676132521974307
1994-07-01,148.4,0.6738544474393531
1994-08-01,149.0,0.6711409395973155
1994-09-01,149.3,0.6697923643670461
1994-10-01,149.4,0.6693440428380187
1994-11-01,149.8,0.6675567423230974
1994-12-01,150.1,0.6662225183211192
1995-01-01,150.5,0.6644518272425249
1995-02-01,150.9,0.6626905235255136
1995-03-01,151.2,0.6613756613756614
1995-04-01,151.8,0.6587615283267456
1995-05-01,152.1,0.6574621959237344
1995-06-01,152.4,0.6561679790026247
1995-07-01,152.6,0.6553079947575361
1995-08-01,152.9,0.6540222367560496
1995-09-01,153.1,0.6531678641410843
1995-10-01,153.5,0.6514657980456026
1995-11-01,153.7,0.6506180871828238
1995-12-01,153.9,0.649772579597141
1996-01-01,154.7,0.6464124111182935
1996-02-01,155.0,0.6451612903225806
1996-03-01,155.5,0.6430868167202572
1996-04-01,156.1,0.6406149903907752
1996-05-01,156.4,0.639386189258312
1996-06-01,156.7,0.6381620931716656
1996-07-01,157.0,0.6369426751592356
1996-08-01,157.2,0.6361323155216285
1996-09-01,157.7,0.6341154090044389
1996-10-01,158.2,0.6321112515802781
1996-11-01,158.7,0.6301197227473221
1996-12-01,159.1,0.6285355122564426
1997-01-01,159.4,0.6273525721455457
1997-02-01,159.7,0.6261740763932374
1997-03-01,159.8,0.6257822277847309
1997-04-01,159.9,0.6253908692933083
1997-05-01,159.9,0.6253908692933083
1997-06-01,160.2,0.6242197253433209
1997-07-01,160.4,0.6234413965087282
1997-08-01,160.8,0.6218905472636815
1997-09-01,161.2,0.620347394540943
1997-10-01,161.5,0.6191950464396285
1997-11-01,161.7,0.6184291898577613
1997-12-01,161.8,0.6180469715698392
1998-01-01,162.0,0.6172839506172839
1998-02-01,162.0,0.6172839506172839
1998-03-01,162.0,0.6172839506172839
1998-04-01,162.2,0.6165228113440198
1998-05-01,162.6,0.6150061500615006
1998-06-01,162.8,0.6142506142506142
1998-07-01,163.2,0.6127450980392157
1998-08-01,163.4,0.6119951040391677
1998-09-01,163.5,0.6116207951070336
1998-10-01,163.9,0.6101281269066504
1998-11-01,164.1,0.6093845216331505
1998-12-01,164.4,0.6082725060827251
1999-01-01,164.7,0.6071645415907712
1999-02-01,164.7,0.6071645415907712
1999-03-01,164.8,0.6067961165048543
1999-04-01,165.9,0.6027727546714888
1999-05-01,166.0,0.6024096385542169
1999-06-01,166.0,0.6024096385542169
1999-07-01,166.7,0.599880023995201
1999-08-01,167.1,0.5984440454817475
1999-09-01,167.8,0.5959475566150179
1999-10-01,168.1,0.5948839976204641
1999-11-01,168.4,0.5938242280285035
1999-12-01,168.8,0.5924170616113744
2000-01-01,169.3,0.5906674542232723
2000-02-01,170.0,0.5882352941176471
2000-03-01,171.0,0.5847953216374269
2000-04-01,170.9,0.5851375073142189
2000-05-01,171.2,0.5841121495327103
2000-06-01,172.2,0.5807200929152149
2000-07-01,172.7,0.5790387955993052
2000-08-01,172.7,0.5790387955993052
2000-09-01,173.6,0.5760368663594471
2000-10-01,173.9,0.5750431282346176
2000-11-01,174.2,0.5740528128587831
2000-12-01,174.6,0.572737686139748
2001-01-01,175.6,0.5694760820045558
2001-02-01,176.0,0.5681818181818182
2001-03-01,176.1,0.5678591709256104
2001-04-01,176.4,0.5668934240362812
2001-05-01,177.3,0.5640157924421884
2001-06-01,177.7,0.5627462014631401
2001-07-01,177.4,0.5636978579481398
2001-08-01,177.4,0.5636978579481398
2001-09-01,178.1,0.5614823133071308
2001-10-01,177.6,0.5630630630630631
2001-11-01,177.5,0.5633802816901409
2001-12-01,177.4,0.5636978579481398
2002-01-01,177.7,0.5627462014631401
2002-02-01,178.0,0.5617977528089888
2002-03-01,178.5,0.5602240896358543
2002-04-01,179.3,0.5577244841048522
2002-05-01,179.5,0.5571030640668524
2002-06-01,179.6,0.5567928730512249
2002-07-01,180.0,0.5555555555555556
2002-08-01,180.5,0.554016620498615
2002-09-01,180.8,0.5530973451327433
2002-10-01,181.2,0.5518763796909493
2002-11-01,181.5,0.5509641873278237
2002-12-01,181.8,0.55005500550055
2003-01-01,182.6,0.547645125958379
2003-02-01,183.6,0.5446623093681917
2003-03-01,183.9,0.5437737901033171
2003-04-01,183.2,0.5458515283842795
2003-05-01,182.9,0.5467468562055768
2003-06-01,183.1,0.5461496450027308
2003-07-01,183.7,0.5443658138268918
2003-08-01,184.5,0.5420054200542005
2003-09-01,185.1,0.5402485143165856
2003-10-01,184.9,0.5408328826392644
2003-11-01,185.0,0.5405405405405406
2003-12-01,185.5,0.5390835579514824
2004-01-01,186.3,0.5367686527106816
2004-02-01,186.7,0.5356186395286556
2004-03-01,187.1,0.5344735435595939
2004-04-01,187.4,0.5336179295624333
2004-05-01,188.2,0.5313496280552604
2004-06-01,188.9,0.529380624669137
2004-07-01,189.1,0.5288207297726071
2004-08-01,189.2,0.5285412262156448
2004-09-01,189.8,0.5268703898840885
2004-10-01,190.8,0.5241090146750523
2004-11-01,191.7,0.5216484089723527
2004-12-01,191.7,0.5216484089723527
2005-01-01,191.6,0.5219206680584552
2005-02-01,192.4,0.5197505197505198
2005-03-01,193.1,0.5178663904712584
2005-04-01,193.7,0.5162622612287042
2005-05-01,193.6,0.5165289256198348
2005-06-01,193.7,0.5162622612287042
2005-07-01,194.9,0.513083632632119
2005-08-01,196.1,0.5099439061703213
2005-09-01,198.8,0.5030181086519114
