DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,AGE,SEX,SOCIO_ECON_STATUS,DEATH_CAUSE,CALC_METHODOLOGY,GESTATION_THRESHOLD,HEALTH_STATUS,DISEASE,CANCER_SITE,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,OBS_STATUS2,OBS_STATUS3,UNIT_MULT
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),COL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2020,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ISR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ISR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2018,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2006,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2011,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1996,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2007,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),KOR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2008,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),KOR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),KOR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1997,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHE,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1995,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BRA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2014,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BRA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2017,0.6,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),AUT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1998,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),AUT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2018,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2020,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),COL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1995,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),DEU,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),KOR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),LUX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2005,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2014,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2006,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),SVN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),TUR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2022,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2007,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BGR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BGR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2014,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BGR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BGR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2017,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BGR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2006,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2013,1.1,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),AUT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BEL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BEL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2022,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CRI,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2009,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CRI,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2013,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CRI,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),DEU,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2019,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),HUN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2023,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),IRL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2010,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),MEX,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2022,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2018,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2019,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1996,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),SVN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),SWE,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1997,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PER,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2018,1.2,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),AUT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),BEL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1999,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2004,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),COL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2019,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),COL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),FRA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1995,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),DEU,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),DEU,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2011,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),DEU,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2012,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ISR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1996,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2010,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2013,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2014,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2016,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2017,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ITA,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2021,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2005,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2006,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2008,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2009,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2010,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),JPN,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2011,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),KOR,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2007,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2000,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2001,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2006,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2007,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NLD,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2010,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1995,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1996,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),NZL,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1997,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2002,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2003,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),PRT,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2014,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),CHE,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1995,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,1996,0.7,1,,,,0
OECD.ELS.HD:DSD_HEALTH_STAT@DF_COM(1.1),ARG,A,CSEM,DT_10P5HB,_T,_T,_Z,CICDPOSN,STANDARD,_Z,_Z,_Z,_Z,2015,0.7,1,,,,0
